BusinessYear,StateCode,IssuerId,SourceName,ImportDate,StandardComponentId,PlanId,BenefitName,CopayInnTier1,CopayInnTier2,CopayOutofNet,CoinsInnTier1,CoinsInnTier2,CoinsOutofNet,IsEHB,IsCovered,QuantLimitOnSvc,LimitQty,LimitUnit,Exclusions,Explanation,EHBVarReason,IsExclFromInnMOOP,IsExclFromOonMOOP
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Non-Preferred Brand Drugs,$100.00 Copay after deductible,"",$100.00 Copay after deductible,Not Applicable,"",Not Applicable,Yes,Covered,"","","","","Up to 90-day supply per prescription. One copay per a 30-day supply. Non-preferred brand medications do not have significant therapeutic advantage over their preferred alternatives. These products generally have safe and effective options available under the Value, Select and/or Preferred tiers.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Nutritional Counseling,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",Covered for some medical conditions. Prior authorization required after first 5 visits.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Orthodontia - Adult,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Orthodontia - Child,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","For under age 19. Medically necessary repair of disabling malocclusion or cleft palate and severe craniofacial defects impacting function of speech, swallowing and chewing.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,"Other Practitioner Office Visit (Nurse, Physician Assistant)",$50.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","Covered only when the provider is licensed to practice where the care is provided, is providing a service within the scope of that license, is providing  a  service or supply for which benefits are specified in this plan, and when benefits would be payable if the services were provided by a physician.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,"Outpatient Facility Fee (e.g., Ambulatory Surgery Center)",Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Outpatient Rehabilitation Services,$50.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,45.0,Visit(s) per Year,"","Outpatient rehabilitation includes physical, speech and occupational therapy and cardiac and pulmonary rehabilitation combined, subject to an annual visit limit except for care for autism spectrum disorders provided for members under age 21. Services to treat intractable or chronic pain are subject to the annual limit. Benefits are not provided for both chronic pain care and neurodevelopmental therapy for the same condition. A 'visit' is a session of treatment for each type of therapy. Each type of therapy combined accrues toward the above visit maximum. Multiple therapy sessions on the same day will be counted as 1 visit, unless provided by different health care providers.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Outpatient Surgery Physician/Surgical Services,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Preferred Brand Drugs,$50.00 Copay after deductible,"",$50.00 Copay after deductible,Not Applicable,"",Not Applicable,Yes,Covered,"","","","","Up to 90-day supply per prescription. One copay per a 30-day supply. Preferred tier includes generic medications that have no more favorable outcomes, from a clinical perspective, than other more cost effective generic medications.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Prenatal and Postnatal Care,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Preventive Care/Screening/Immunization,Not Applicable,"",Not Applicable,0.00%,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",Preventive exams: 3  exams age 2-4; one exam per year age 5 and over. Newborn Hearing Screening within 30 days of birth and additional tests up to age 24 months. Routine Vision Screening age 3-5.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Primary Care Visit to Treat an Injury or Illness,$50.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Private-Duty Nursing,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Prosthetic Devices,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","Benefit limited to initial purchase of prosthetic; does not cover replacement unless the existing device can't be repaired, or replacement is prescribed by a physician because of a change in your physical condition.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Radiation,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Reconstructive Surgery,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",Breast reconstruction allowed.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Rehabilitative Occupational and Rehabilitative Physical Therapy,$50.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,45.0,Visit(s) per Year,"","Visit limit for physical, speech, and occupational therapy services combined.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Rehabilitative Speech Therapy,$50.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,45.0,Visit(s) per Year,"","Visit limit for physical, speech, and occupational therapy services combined.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Routine Dental Services (Adult),"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Routine Eye Exam (Adult),$10.00,"",Not Applicable,Not Applicable,"",50.00%,"",Covered,"","","","",1 exam per year,Not EHB,No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Routine Eye Exam for Children,No Charge,"",Not Applicable,Not Applicable,"",50.00%,Yes,Covered,"","","","",1 exam per year,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Routine Foot Care,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",Covered if required for the member’s medical condition.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Skilled Nursing Facility,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,60.0,Days per Year,"","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Specialist Visit,$100.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",In-network: Virtual care visits $50 copay; in-person visits $100 copay. Includes office visits by naturopathic practitioners.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Specialty Drugs,$500.00 Copay after deductible,"",Not Applicable,Not Applicable,"",100.00%,Yes,Covered,"","","","",Up to 30-day supply per prescription at a designated specialty pharmacy.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Substance Abuse Disorder Inpatient Services,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Substance Abuse Disorder Outpatient Services,$50.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",In-network: Office visits and intensive outpatient visits $50 copay; other outpatient services 50% after deductible.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Transplant,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",100.00%,Yes,Covered,"","","","","In-network level for centers of excellence. $7,500 per transplant for travel and lodging.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Treatment for Temporomandibular Joint Disorders,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",Orthodontic treatment not covered,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Urgent Care Centers or Facilities,$75.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",In-network: Virtual care visits $50 copay via CirrusMD; in-person visits $75 copay.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Weight Loss Programs,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,Well Baby Visits and Care,No Charge,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",Well Baby Exams covered for the first 24 months of life.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-01,X-rays and Diagnostic Imaging,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Abortion for Which Public Funding is Prohibited,Not Applicable,"",Not Applicable,0.00%,"",0.00%,"",Covered,"","","","","",Not EHB,No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Accidental Dental,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","",Services must begin within 12 months of the date of injury; diagnosis made within 6 months of date of injury.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Acupuncture,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,Yes,24.0,Visit(s) per Year,"","Services must be medically necessary to relieve pain, induce surgical anesthesia, or to treat a covered illness, injury or condition.",Substantially Equal,No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Allergy Testing,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Bariatric Surgery,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Basic Dental Care - Adult,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Basic Dental Care - Child,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","",For under age 19. See policy for limits.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Chemotherapy,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Chiropractic Care,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,Yes,24.0,Visit(s) per Year,"","Plan uses the term ""spinal manipulation.""  Other services such as lab and diagnostic x-rays are under the Plan’s standard benefit for the type of service provided.",Substantially Equal,No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Cosmetic Surgery,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Delivery and All Inpatient Services for Maternity Care,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Dental Check-Up for Children,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","",2 exams and cleanings in a calendar year,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Diabetes Education,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Dialysis,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Durable Medical Equipment,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","",Orthotics or orthopedic shoes are covered when medically necessary.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Emergency Room Services,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Emergency Transportation/Ambulance,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","Air and Ground transportation benefit is limited to medical emergency. Ambulance services is separate benefit, covers both medical emergency transport and non-emergent transport.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Eye Glasses for Adults,$0.00,"",Not Applicable,Not Applicable,"",0.00%,"",Covered,"","","","",1 pair of lenses per year and 1 pair of frames every 2 years. In-network benefits up to $130 maximum.,Not EHB,No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Eye Glasses for Children,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","",1 pair of glasses per year. Frames from the Otis & Piper collection only.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Generic Drugs,$0.00,"",$0.00,Not Applicable,"",Not Applicable,Yes,Covered,"","","","","Up to 90-day supply per prescription. One copay per a 30-day supply. Select tier includes generic medications that represent the most cost effective option, as well as certain cost effective brand medications.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Habilitation Services,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,Yes,45.0,Visit(s) per Year,"","Habilitation includes physical, speech and occupational therapy combined, subject to an annual visit limit except for care for autism spectrum disorders provided for members under age 21. Limits apply separately to rehabilitative and habilitative services.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Hearing Aids,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","",1 per ear every 3 years.,Substantially Equal,No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Home Health Care Services,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,Yes,130.0,Visit(s) per Year,"","130 visits per member each calendar year applies to home visits of a home health care provider or one or more: registered nurse; a licensed practical nurse; a licensed physical therapist or occupational therapist; a certified respiratory therapist; a speech therapist certified by the American Speech, Language, and Hearing Association; a home health aide directly supervised by one of the above providers; and a person with a master's degree in social work.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Hospice Services,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,Yes,6.0,Months per Lifetime,"","Inpatient hospice care up to a maximum of 10 days. Respite care, up to a maximum of 240 hours, to relieve anyone who lives with and cares for the terminally ill member.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,"Imaging (CT/PET Scans, MRIs)",Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Infertility Treatment,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Infusion Therapy,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,"Inpatient Hospital Services (e.g., Hospital Stay)",Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Inpatient Physician and Surgical Services,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Laboratory Outpatient and Professional Services,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Long-Term/Custodial Nursing Home Care,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Major Dental Care - Adult,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Major Dental Care - Child,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","For under age 19. Crowns, bridges and dentures once every 5 years. See policy for other limits.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Massage Therapy,$0.00,"",Not Applicable,Not Applicable,"",0.00%,"",Covered,Yes,24.0,Visit(s) per Year,"",Prior authorization is required.,Additional EHB Benefit,No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Mental/Behavioral Health Inpatient Services,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Mental/Behavioral Health Outpatient Services,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,"","","","",In-network: Office visits and intensive outpatient visits $50 copay; other outpatient services 50% after deductible.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Non-Preferred Brand Drugs,$0.00,"",$0.00,Not Applicable,"",Not Applicable,Yes,Covered,"","","","","Up to 90-day supply per prescription. One copay per a 30-day supply. Non-preferred brand medications do not have significant therapeutic advantage over their preferred alternatives. These products generally have safe and effective options available under the Value, Select and/or Preferred tiers.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Nutritional Counseling,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","",Covered for some medical conditions. Prior authorization required after first 5 visits.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Orthodontia - Adult,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Orthodontia - Child,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","For under age 19. Medically necessary repair of disabling malocclusion or cleft palate and severe craniofacial defects impacting function of speech, swallowing and chewing.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,"Other Practitioner Office Visit (Nurse, Physician Assistant)",$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,"","","","","Covered only when the provider is licensed to practice where the care is provided, is providing a service within the scope of that license, is providing  a  service or supply for which benefits are specified in this plan, and when benefits would be payable if the services were provided by a physician.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,"Outpatient Facility Fee (e.g., Ambulatory Surgery Center)",Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Outpatient Rehabilitation Services,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,Yes,45.0,Visit(s) per Year,"","Outpatient rehabilitation includes physical, speech and occupational therapy and cardiac and pulmonary rehabilitation combined, subject to an annual visit limit except for care for autism spectrum disorders provided for members under age 21. Services to treat intractable or chronic pain are subject to the annual limit. Benefits are not provided for both chronic pain care and neurodevelopmental therapy for the same condition. A 'visit' is a session of treatment for each type of therapy. Each type of therapy combined accrues toward the above visit maximum. Multiple therapy sessions on the same day will be counted as 1 visit, unless provided by different health care providers.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Outpatient Surgery Physician/Surgical Services,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Preferred Brand Drugs,$0.00,"",$0.00,Not Applicable,"",Not Applicable,Yes,Covered,"","","","","Up to 90-day supply per prescription. One copay per a 30-day supply. Preferred tier includes generic medications that have no more favorable outcomes, from a clinical perspective, than other more cost effective generic medications.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Prenatal and Postnatal Care,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Preventive Care/Screening/Immunization,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","",Preventive exams: 3  exams age 2-4; one exam per year age 5 and over. Newborn Hearing Screening within 30 days of birth and additional tests up to age 24 months. Routine Vision Screening age 3-5.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Primary Care Visit to Treat an Injury or Illness,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Private-Duty Nursing,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Prosthetic Devices,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","Benefit limited to initial purchase of prosthetic; does not cover replacement unless the existing device can't be repaired, or replacement is prescribed by a physician because of a change in your physical condition.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Radiation,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Reconstructive Surgery,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","",Breast reconstruction allowed.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Rehabilitative Occupational and Rehabilitative Physical Therapy,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,Yes,45.0,Visit(s) per Year,"","Visit limit for physical, speech, and occupational therapy services combined.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Rehabilitative Speech Therapy,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,Yes,45.0,Visit(s) per Year,"","Visit limit for physical, speech, and occupational therapy services combined.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Routine Dental Services (Adult),"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Routine Eye Exam (Adult),$0.00,"",Not Applicable,Not Applicable,"",0.00%,"",Covered,"","","","",1 exam per year,Not EHB,No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Routine Eye Exam for Children,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,"","","","",1 exam per year,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Routine Foot Care,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","",Covered if required for the member’s medical condition.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Skilled Nursing Facility,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,Yes,60.0,Days per Year,"","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Specialist Visit,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,"","","","",In-network: Virtual care visits $50 copay; in-person visits $100 copay. Includes office visits by naturopathic practitioners.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Specialty Drugs,$0.00,"",Not Applicable,Not Applicable,"",100.00%,Yes,Covered,"","","","",Up to 30-day supply per prescription at a designated specialty pharmacy.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Substance Abuse Disorder Inpatient Services,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Substance Abuse Disorder Outpatient Services,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,"","","","",In-network: Office visits and intensive outpatient visits $50 copay; other outpatient services 50% after deductible.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Transplant,Not Applicable,"",Not Applicable,0.00%,"",100.00%,Yes,Covered,"","","","","In-network level for centers of excellence. $7,500 per transplant for travel and lodging.","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Treatment for Temporomandibular Joint Disorders,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","",Orthodontic treatment not covered,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Urgent Care Centers or Facilities,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,"","","","",In-network: Virtual care visits $50 copay via CirrusMD; in-person visits $75 copay.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Weight Loss Programs,"","","","","","","",Not Covered,"","","","","","","",""
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,Well Baby Visits and Care,$0.00,"",Not Applicable,Not Applicable,"",0.00%,Yes,Covered,"","","","",Well Baby Exams covered for the first 24 months of life.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-02,X-rays and Diagnostic Imaging,Not Applicable,"",Not Applicable,0.00%,"",0.00%,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-03,Abortion for Which Public Funding is Prohibited,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,"",Covered,"","","","","",Not EHB,No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-03,Accidental Dental,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","",Services must begin within 12 months of the date of injury; diagnosis made within 6 months of date of injury.,"",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-03,Acupuncture,$50.00,"",Not Applicable,Not Applicable,"",60.00% Coinsurance after deductible,Yes,Covered,Yes,24.0,Visit(s) per Year,"","Services must be medically necessary to relieve pain, induce surgical anesthesia, or to treat a covered illness, injury or condition.",Substantially Equal,No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-03,Allergy Testing,Not Applicable,"",Not Applicable,50.00% Coinsurance after deductible,"",60.00% Coinsurance after deductible,Yes,Covered,"","","","","","",No,No
2026,AK,73836,HIOS,2025-10-15,73836AK0960001,73836AK0960001-03,Bariatric Surgery,"","","","","","","",Not Covered,"","","","","","","",""
